Solution Label,Type,Element,Flags,Soln Conc,Units,Corr Con,Units,Int
CC18-397,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9155
CC18-397,Samp,Fe 238.204,,244.3,ppm,244.3,ppm,7715579
CC18-397,Samp,K MultiCal,,-,ppm,27.24,-,-
CC18-397,Samp,Mg 280.270,x,47.12,ppm,47.12,ppm,6106282
CC18-397,Samp,Mn 259.372,,9.95,ppm,9.95,ppm,840849
CC18-397,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,146.5
CC18-397,Samp,Na MultiCal,,-,ppm,1.07,-,-
CC18-397,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2359
CC18-397,Samp,P multical,,-,ppm,6.15,-,-
CC18-397,Samp,S 181.972,,2.02,ppm,2.02,ppm,864.9
CC18-397,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1860
CC18-398,Samp,Al 394.401,,236.4,ppm,236.4,ppm,4524134
CC18-398,Samp,Ca 422.673,,11.81,ppm,11.81,ppm,4442879
CC18-398,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8721
CC18-398,Samp,Fe 238.204,,234.2,ppm,234.2,ppm,7476158
CC18-398,Samp,K MultiCal,,-,ppm,27.41,-,-
CC18-398,Samp,Mg 280.270,x,45.46,ppm,45.46,ppm,5889212
CC18-398,Samp,Mn 259.372,,10.14,ppm,10.14,ppm,857037
CC18-398,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,162.6
CC18-398,Samp,Na MultiCal,,-,ppm,1.09,-,-
CC18-398,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2325
CC18-398,Samp,P multical,,-,ppm,5.9,-,-
CC18-398,Samp,S 181.972,,1.92,ppm,1.92,ppm,824.4
CC18-398,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1793
CC18-399,Samp,Al 394.401,x,262,ppm,262,ppm,4803001
CC18-399,Samp,Ca 422.673,,9.02,ppm,9.02,ppm,3580903
CC18-399,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9358
CC18-399,Samp,Fe 238.204,x,289.1,ppm,289.1,ppm,8735326
CC18-399,Samp,K MultiCal,,-,ppm,28.52,-,-
CC18-399,Samp,Mg 280.270,x,42.73,ppm,42.73,ppm,5530353
CC18-399,Samp,Mn 259.372,,9.19,ppm,9.19,ppm,777476
CC18-399,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,133.9
CC18-399,Samp,Na MultiCal,,-,ppm,1.06,-,-
CC18-399,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2504
CC18-399,Samp,P multical,,-,ppm,5.51,-,-
CC18-399,Samp,S 181.972,,1.95,ppm,1.95,ppm,835.9
CC18-399,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1921
CC18-400,Samp,Al 394.401,x,260.2,ppm,260.2,ppm,4782094
CC18-400,Samp,Ca 422.673,,9.07,ppm,9.07,ppm,3598296
CC18-400,Samp,Cu 324.754,,0.23,ppm,0.23,ppm,13132
CC18-400,Samp,Fe 238.204,x,301.9,ppm,301.9,ppm,9028229
CC18-400,Samp,K MultiCal,,-,ppm,22.89,-,-
CC18-400,Samp,Mg 280.270,x,41.61,ppm,41.61,ppm,5383880
CC18-400,Samp,Mn 259.372,,9.63,ppm,9.63,ppm,814563
CC18-400,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,154.3
CC18-400,Samp,Na MultiCal,,-,ppm,1.07,-,-
CC18-400,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2589
CC18-400,Samp,P multical,,-,ppm,5.54,-,-
CC18-400,Samp,S 181.972,,1.84,ppm,1.84,ppm,791.4
CC18-400,Samp,Zn 206.200,,0.47,ppm,0.47,ppm,2021
CC18-401,Samp,Al 394.401,x,263.1,ppm,263.1,ppm,4812902
CC18-401,Samp,Ca 422.673,,11.39,ppm,11.39,ppm,4318535
CC18-401,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9288
CC18-401,Samp,Fe 238.204,,247.5,ppm,247.5,ppm,7789338
CC18-401,Samp,K MultiCal,,-,ppm,25.2,-,-
CC18-401,Samp,Mg 280.270,x,46.99,ppm,46.99,ppm,6088840
CC18-401,Samp,Mn 259.372,,8.25,ppm,8.25,ppm,698662
CC18-401,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,132.5
CC18-401,Samp,Na MultiCal,,-,ppm,1.08,-,-
CC18-401,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2387
CC18-401,Samp,P multical,,-,ppm,5.14,-,-
CC18-401,Samp,S 181.972,,1.85,ppm,1.85,ppm,795.8
CC18-401,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1820
CC18-402,Samp,Al 394.401,x,268.7,ppm,268.7,ppm,4873400
CC18-402,Samp,Ca 422.673,,12.23,ppm,12.23,ppm,4560751
CC18-402,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9442
CC18-402,Samp,Fe 238.204,x,295.2,ppm,295.2,ppm,8875505
CC18-402,Samp,K MultiCal,,-,ppm,27.58,-,-
CC18-402,Samp,Mg 280.270,x,47.51,ppm,47.51,ppm,6157759
CC18-402,Samp,Mn 259.372,,9.51,ppm,9.51,ppm,804300
CC18-402,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,150
CC18-402,Samp,Na MultiCal,,-,ppm,1.12,-,-
CC18-402,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2412
CC18-402,Samp,P multical,,-,ppm,5.39,-,-
CC18-402,Samp,S 181.972,,1.86,ppm,1.86,ppm,801.4
CC18-402,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1828
CC18-403,Samp,Al 394.401,x,341.7,ppm,341.7,ppm,5649737
CC18-403,Samp,Ca 422.673,,15.48,ppm,15.48,ppm,5402356
CC18-403,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10298
CC18-403,Samp,Fe 238.204,x,271.8,ppm,271.8,ppm,8344082
CC18-403,Samp,K MultiCal,,-,ppm,49.58,-,-
CC18-403,Samp,Mg 280.270,x,77.46,ppm,77.46,ppm,10084954
CC18-403,Samp,Mn 259.372,,11.6,ppm,11.6,ppm,978974
CC18-403,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,138.1
CC18-403,Samp,Na MultiCal,,-,ppm,1.18,-,-
CC18-403,Samp,Ni 230.299,,0.27,ppm,0.27,ppm,3074
CC18-403,Samp,P multical,,-,ppm,6.52,-,-
CC18-403,Samp,S 181.972,,2.43,ppm,2.43,ppm,1030
CC18-403,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1923
CC18-404,Samp,Al 394.401,x,356,ppm,356,ppm,5802714
CC18-404,Samp,Ca 422.673,,20.37,ppm,20.37,ppm,6382030
CC18-404,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10704
CC18-404,Samp,Fe 238.204,x,271.4,ppm,271.4,ppm,8335436
CC18-404,Samp,K MultiCal,,-,ppm,52.01,-,-
CC18-404,Samp,Mg 280.270,x,82.19,ppm,82.19,ppm,10705171
CC18-404,Samp,Mn 259.372,,12.01,ppm,12.01,ppm,1012462
CC18-404,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,140
CC18-404,Samp,Na MultiCal,,-,ppm,1.25,-,-
CC18-404,Samp,Ni 230.299,,0.27,ppm,0.27,ppm,3047
CC18-404,Samp,P multical,,-,ppm,6.43,-,-
CC18-404,Samp,S 181.972,,2.49,ppm,2.49,ppm,1054
CC18-404,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1943
CC18-405,Samp,Al 394.401,x,265.4,ppm,265.4,ppm,4839081
CC18-405,Samp,Ca 422.673,,12.29,ppm,12.29,ppm,4579047
CC18-405,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9386
CC18-405,Samp,Fe 238.204,,252.7,ppm,252.7,ppm,7907892
CC18-405,Samp,K MultiCal,,-,ppm,33.9,-,-
CC18-405,Samp,Mg 280.270,x,54.63,ppm,54.63,ppm,7090791
CC18-405,Samp,Mn 259.372,,9.52,ppm,9.52,ppm,804719
CC18-405,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,165.3
CC18-405,Samp,Na MultiCal,,-,ppm,1.17,-,-
CC18-405,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2488
CC18-405,Samp,P multical,,-,ppm,6.27,-,-
CC18-405,Samp,S 181.972,,2.05,ppm,2.05,ppm,877.4
CC18-405,Samp,Zn 206.200,,0.41,ppm,0.41,ppm,1768
CC18-406,Samp,Al 394.401,,264,ppm,264,ppm,4823875
CC18-406,Samp,Ca 422.673,,12.84,ppm,12.84,ppm,4732837
CC18-406,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,9859
CC18-406,Samp,Fe 238.204,,265,ppm,265,ppm,8188066
CC18-406,Samp,K MultiCal,,-,ppm,30.22,-,-
CC18-406,Samp,Mg 280.270,x,53.43,ppm,53.43,ppm,6934676
CC18-406,Samp,Mn 259.372,,10.2,ppm,10.2,ppm,861933
CC18-406,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,172.3
CC18-406,Samp,Na MultiCal,,-,ppm,1.05,-,-
CC18-406,Samp,Ni 230.299,,0.25,ppm,0.25,ppm,2760
CC18-406,Samp,P multical,,-,ppm,6.4,-,-
CC18-406,Samp,S 181.972,,2.13,ppm,2.13,ppm,909.2
CC18-406,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1846
CC18-407,Samp,Al 394.401,,244.5,ppm,244.5,ppm,4611624
CC18-407,Samp,Ca 422.673,,8.9,ppm,8.9,ppm,3541932
CC18-407,Samp,Cu 324.754,,0.15,ppm,0.15,ppm,8780
CC18-407,Samp,Fe 238.204,x,286.4,ppm,286.4,ppm,8675203
CC18-407,Samp,K MultiCal,,-,ppm,24.48,-,-
CC18-407,Samp,Mg 280.270,x,41.43,ppm,41.43,ppm,5360512
CC18-407,Samp,Mn 259.372,,9.1,ppm,9.1,ppm,769906
CC18-407,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,149.2
CC18-407,Samp,Na MultiCal,,-,ppm,1.15,-,-
CC18-407,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2404
CC18-407,Samp,P multical,,-,ppm,5.58,-,-
CC18-407,Samp,S 181.972,,1.87,ppm,1.87,ppm,803
CC18-407,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1838
CC18-408,Samp,Al 394.401,,235.7,ppm,235.7,ppm,4512915
CC18-408,Samp,Ca 422.673,,9.25,ppm,9.25,ppm,3657726
CC18-408,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8306
CC18-408,Samp,Fe 238.204,x,374.3,ppm,374.3,ppm,10672478
CC18-408,Samp,K MultiCal,,-,ppm,21.87,-,-
CC18-408,Samp,Mg 280.270,x,39.66,ppm,39.66,ppm,5127948
CC18-408,Samp,Mn 259.372,,13.62,ppm,13.62,ppm,1145957
CC18-408,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,151.3
CC18-408,Samp,Na MultiCal,,-,ppm,1.12,-,-
CC18-408,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2453
CC18-408,Samp,P multical,,-,ppm,6.34,-,-
CC18-408,Samp,S 181.972,,1.86,ppm,1.86,ppm,800.2
CC18-408,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1949
blank,Samp,Al 394.401,,0.74,ppm,0.74,ppm,21057
blank,Samp,Ca 422.673,v,0.03,ppm,0.03,ppm,47827
blank,Samp,Cu 324.754,uv,-0.01,ppm,-0.01,ppm,465.4
blank,Samp,Fe 238.204,,0.88,ppm,0.88,ppm,35281
blank,Samp,K MultiCal,,-,ppm,0.17,-,-
blank,Samp,Mg 280.270,,0.12,ppm,0.12,ppm,14875
blank,Samp,Mn 259.372,v,0.03,ppm,0.03,ppm,2722
blank,Samp,Mo 204.598,v,0.01,ppm,0.01,ppm,67.04
blank,Samp,Na MultiCal,,-,ppm,0.88,-,-
blank,Samp,Ni 230.299,uv,0,ppm,0,ppm,59.15
blank,Samp,P multical,,-,ppm,0.04,-,-
blank,Samp,S 181.972,uv,0.02,ppm,0.02,ppm,54.3
blank,Samp,Zn 206.200,uv,0,ppm,0,ppm,36.32
blank,Samp,Al 394.401,,0.27,ppm,0.27,ppm,8583
blank,Samp,Ca 422.673,uv,0,ppm,0,ppm,35578
blank,Samp,Cu 324.754,uv,-0.01,ppm,-0.01,ppm,498.4
blank,Samp,Fe 238.204,v,0.05,ppm,0.05,ppm,1835
blank,Samp,K MultiCal,,-,ppm,0.16,-,-
blank,Samp,Mg 280.270,v,0.03,ppm,0.03,ppm,3202
blank,Samp,Mn 259.372,v,0,ppm,0,ppm,159.7
blank,Samp,Mo 204.598,uv,0,ppm,0,ppm,52.38
blank,Samp,Na MultiCal,,-,ppm,0.91,-,-
blank,Samp,Ni 230.299,uv,0,ppm,0,ppm,55.57
blank,Samp,P multical,,-,ppm,0.04,-,-
blank,Samp,S 181.972,uv,0,ppm,0,ppm,46.65
blank,Samp,Zn 206.200,uv,0,ppm,0,ppm,24.23
HAG,Samp,Al 394.401,,184.8,ppm,184.8,ppm,3843853
HAG,Samp,Ca 422.673,x,23.34,ppm,23.34,ppm,6801120
HAG,Samp,Cu 324.754,,0.12,ppm,0.12,ppm,7486
HAG,Samp,Fe 238.204,x,300.9,ppm,300.9,ppm,9003351
HAG,Samp,K MultiCal,,-,ppm,13.24,-,-
HAG,Samp,Mg 280.270,,18.09,ppm,18.09,ppm,2305416
HAG,Samp,Mn 259.372,,11.01,ppm,11.01,ppm,929223
HAG,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,181.2
HAG,Samp,Na MultiCal,,-,ppm,0.99,-,-
HAG,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2211
HAG,Samp,P multical,,-,ppm,5.36,-,-
HAG,Samp,S 181.972,,2.05,ppm,2.05,ppm,877.7
HAG,Samp,Zn 206.200,,0.44,ppm,0.44,ppm,1875
HAG,Samp,Al 394.401,,176.9,ppm,176.9,ppm,3724991
HAG,Samp,Ca 422.673,,21.19,ppm,21.19,ppm,6514335
HAG,Samp,Cu 324.754,,0.13,ppm,0.13,ppm,7682
HAG,Samp,Fe 238.204,x,304.8,ppm,304.8,ppm,9094056
HAG,Samp,K MultiCal,,-,ppm,11.54,-,-
HAG,Samp,Mg 280.270,,17.23,ppm,17.23,ppm,2193166
HAG,Samp,Mn 259.372,,10.95,ppm,10.95,ppm,924775
HAG,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,201.6
HAG,Samp,Na MultiCal,,-,ppm,1.05,-,-
HAG,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2122
HAG,Samp,P multical,,-,ppm,5.4,-,-
HAG,Samp,S 181.972,,2.12,ppm,2.12,ppm,905.9
HAG,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1835
CC18-866,Samp,Al 394.401,,248.1,ppm,248.1,ppm,4653066
CC18-866,Samp,Ca 422.673,,12.88,ppm,12.88,ppm,4741996
CC18-866,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,10865
CC18-866,Samp,Fe 238.204,x,294.1,ppm,294.1,ppm,8850645
CC18-866,Samp,K MultiCal,,-,ppm,29.98,-,-
CC18-866,Samp,Mg 280.270,x,48.18,ppm,48.18,ppm,6245058
CC18-866,Samp,Mn 259.372,,10.21,ppm,10.21,ppm,863137
CC18-866,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,166.4
CC18-866,Samp,Na MultiCal,,-,ppm,1.14,-,-
CC18-866,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2634
CC18-866,Samp,P multical,,-,ppm,7.43,-,-
CC18-866,Samp,S 181.972,,2.32,ppm,2.32,ppm,985.5
CC18-866,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1991
CC18-867,Samp,Al 394.401,,252.2,ppm,252.2,ppm,4698081
CC18-867,Samp,Ca 422.673,,12.08,ppm,12.08,ppm,4519380
CC18-867,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9619
CC18-867,Samp,Fe 238.204,,257,ppm,257,ppm,8007655
CC18-867,Samp,K MultiCal,,-,ppm,27.29,-,-
CC18-867,Samp,Mg 280.270,x,49.56,ppm,49.56,ppm,6426864
CC18-867,Samp,Mn 259.372,,10.15,ppm,10.15,ppm,857567
CC18-867,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,159.8
CC18-867,Samp,Na MultiCal,,-,ppm,1.16,-,-
CC18-867,Samp,Ni 230.299,,0.23,ppm,0.23,ppm,2562
CC18-867,Samp,P multical,,-,ppm,5.86,-,-
CC18-867,Samp,S 181.972,,2,ppm,2,ppm,856.8
CC18-867,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1950
CC18-868,Samp,Al 394.401,x,286.8,ppm,286.8,ppm,5066296
CC18-868,Samp,Ca 422.673,,12.02,ppm,12.02,ppm,4502880
CC18-868,Samp,Cu 324.754,,0.19,ppm,0.19,ppm,11176
CC18-868,Samp,Fe 238.204,x,287,ppm,287,ppm,8688574
CC18-868,Samp,K MultiCal,,-,ppm,42.68,-,-
CC18-868,Samp,Mg 280.270,x,63.14,ppm,63.14,ppm,8207187
CC18-868,Samp,Mn 259.372,,8.74,ppm,8.74,ppm,739651
CC18-868,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,176.5
CC18-868,Samp,Na MultiCal,,-,ppm,1.07,-,-
CC18-868,Samp,Ni 230.299,,0.26,ppm,0.26,ppm,2903
CC18-868,Samp,P multical,,-,ppm,6.05,-,-
CC18-868,Samp,S 181.972,,2.17,ppm,2.17,ppm,926.6
CC18-868,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1834
CC18-869,Samp,Al 394.401,x,328.6,ppm,328.6,ppm,5510399
CC18-869,Samp,Ca 422.673,,13.66,ppm,13.66,ppm,4951146
CC18-869,Samp,Cu 324.754,,0.21,ppm,0.21,ppm,11818
CC18-869,Samp,Fe 238.204,x,304.3,ppm,304.3,ppm,9081061
CC18-869,Samp,K MultiCal,,-,ppm,45.8,-,-
CC18-869,Samp,Mg 280.270,x,67.77,ppm,67.77,ppm,8814601
CC18-869,Samp,Mn 259.372,,7.29,ppm,7.29,ppm,618033
CC18-869,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,196
CC18-869,Samp,Na MultiCal,,-,ppm,1.27,-,-
CC18-869,Samp,Ni 230.299,,0.27,ppm,0.27,ppm,3081
CC18-869,Samp,P multical,,-,ppm,5.73,-,-
CC18-869,Samp,S 181.972,,2.1,ppm,2.1,ppm,896.5
CC18-869,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1952
CC18-870,Samp,Al 394.401,,212.5,ppm,212.5,ppm,4229817
CC18-870,Samp,Ca 422.673,,11.41,ppm,11.41,ppm,4324412
CC18-870,Samp,Cu 324.754,,0.18,ppm,0.18,ppm,10221
CC18-870,Samp,Fe 238.204,,259,ppm,259,ppm,8052606
CC18-870,Samp,K MultiCal,,-,ppm,31.3,-,-
CC18-870,Samp,Mg 280.270,x,46.82,ppm,46.82,ppm,6067076
CC18-870,Samp,Mn 259.372,,9.3,ppm,9.3,ppm,786736
CC18-870,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,138.4
CC18-870,Samp,Na MultiCal,,-,ppm,0.92,-,-
CC18-870,Samp,Ni 230.299,,0.22,ppm,0.22,ppm,2511
CC18-870,Samp,P multical,,-,ppm,5.89,-,-
CC18-870,Samp,S 181.972,,2.22,ppm,2.22,ppm,945.7
CC18-870,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1737
CC18-871,Samp,Al 394.401,,236.3,ppm,236.3,ppm,4521314
CC18-871,Samp,Ca 422.673,,11.25,ppm,11.25,ppm,4279537
CC18-871,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9591
CC18-871,Samp,Fe 238.204,x,254.9,ppm,254.9,ppm,7959323
CC18-871,Samp,K MultiCal,,-,ppm,33.22,-,-
CC18-871,Samp,Mg 280.270,x,49.54,ppm,49.54,ppm,6423362
CC18-871,Samp,Mn 259.372,,8.12,ppm,8.12,ppm,687793
CC18-871,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,147.6
CC18-871,Samp,Na MultiCal,,-,ppm,0.99,-,-
CC18-871,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2670
CC18-871,Samp,P multical,,-,ppm,5.14,-,-
CC18-871,Samp,S 181.972,,2.01,ppm,2.01,ppm,861.1
CC18-871,Samp,Zn 206.200,,0.4,ppm,0.4,ppm,1721
CC18-872,Samp,Al 394.401,x,374.6,ppm,374.6,ppm,6000502
CC18-872,Samp,Ca 422.673,,14.04,ppm,14.04,ppm,5049020
CC18-872,Samp,Cu 324.754,,0.22,ppm,0.22,ppm,12378
CC18-872,Samp,Fe 238.204,x,341,ppm,341,ppm,9916467
CC18-872,Samp,K MultiCal,,-,ppm,62.3,-,-
CC18-872,Samp,Mg 280.270,x,80.71,ppm,80.71,ppm,10511580
CC18-872,Samp,Mn 259.372,,7.17,ppm,7.17,ppm,608252
CC18-872,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,193.8
CC18-872,Samp,Na MultiCal,,-,ppm,1.05,-,-
CC18-872,Samp,Ni 230.299,,0.34,ppm,0.34,ppm,3796
CC18-872,Samp,P multical,,-,ppm,5.93,-,-
CC18-872,Samp,S 181.972,,2.41,ppm,2.41,ppm,1022
CC18-872,Samp,Zn 206.200,,0.51,ppm,0.51,ppm,2200
CC18-873,Samp,Al 394.401,x,420.6,ppm,420.6,ppm,6488799
CC18-873,Samp,Ca 422.673,,15.79,ppm,15.79,ppm,5473628
CC18-873,Samp,Cu 324.754,,0.22,ppm,0.22,ppm,12657
CC18-873,Samp,Fe 238.204,x,350.7,ppm,350.7,ppm,10134896
CC18-873,Samp,K MultiCal,,-,ppm,66.53,-,-
CC18-873,Samp,Mg 280.270,x,85.04,ppm,85.04,ppm,11079287
CC18-873,Samp,Mn 259.372,,7.2,ppm,7.2,ppm,610732
CC18-873,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,191.9
CC18-873,Samp,Na MultiCal,,-,ppm,1.21,-,-
CC18-873,Samp,Ni 230.299,,0.36,ppm,0.36,ppm,3998
CC18-873,Samp,P multical,,-,ppm,5.42,-,-
CC18-873,Samp,S 181.972,,2.23,ppm,2.23,ppm,948.9
CC18-873,Samp,Zn 206.200,,0.47,ppm,0.47,ppm,2030
CC18-874,Samp,Al 394.401,,201.8,ppm,201.8,ppm,4085704
CC18-874,Samp,Ca 422.673,,13.39,ppm,13.39,ppm,4880328
CC18-874,Samp,Cu 324.754,,0.17,ppm,0.17,ppm,10001
CC18-874,Samp,Fe 238.204,,226.5,ppm,226.5,ppm,7293102
CC18-874,Samp,K MultiCal,,-,ppm,21.01,-,-
CC18-874,Samp,Mg 280.270,x,36.85,ppm,36.85,ppm,4760214
CC18-874,Samp,Mn 259.372,,11.75,ppm,11.75,ppm,991274
CC18-874,Samp,Mo 204.598,v,0.03,ppm,0.03,ppm,170.1
CC18-874,Samp,Na MultiCal,,-,ppm,1.21,-,-
CC18-874,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2176
CC18-874,Samp,P multical,,-,ppm,7.36,-,-
CC18-874,Samp,S 181.972,,2.24,ppm,2.24,ppm,951.6
CC18-874,Samp,Zn 206.200,,0.46,ppm,0.46,ppm,1975
CC18-875,Samp,Al 394.401,,202.2,ppm,202.2,ppm,4089441
CC18-875,Samp,Ca 422.673,,12.31,ppm,12.31,ppm,4584342
CC18-875,Samp,Cu 324.754,,0.14,ppm,0.14,ppm,8506
CC18-875,Samp,Fe 238.204,,201.7,ppm,201.7,ppm,6669857
CC18-875,Samp,K MultiCal,,-,ppm,19.39,-,-
CC18-875,Samp,Mg 280.270,x,37.46,ppm,37.46,ppm,4840027
CC18-875,Samp,Mn 259.372,,10.89,ppm,10.89,ppm,919785
CC18-875,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,135.2
CC18-875,Samp,Na MultiCal,,-,ppm,1.14,-,-
CC18-875,Samp,Ni 230.299,,0.19,ppm,0.19,ppm,2136
CC18-875,Samp,P multical,,-,ppm,6.44,-,-
CC18-875,Samp,S 181.972,,1.99,ppm,1.99,ppm,853
CC18-875,Samp,Zn 206.200,,0.45,ppm,0.45,ppm,1932
CC18-876,Samp,Al 394.401,,228.6,ppm,228.6,ppm,4432155
CC18-876,Samp,Ca 422.673,,12.53,ppm,12.53,ppm,4645509
CC18-876,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9124
CC18-876,Samp,Fe 238.204,,229.8,ppm,229.8,ppm,7373895
CC18-876,Samp,K MultiCal,,-,ppm,25.71,-,-
CC18-876,Samp,Mg 280.270,x,45.88,ppm,45.88,ppm,5944268
CC18-876,Samp,Mn 259.372,,8.53,ppm,8.53,ppm,722192
CC18-876,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,156.8
CC18-876,Samp,Na MultiCal,,-,ppm,1.09,-,-
CC18-876,Samp,Ni 230.299,,0.21,ppm,0.21,ppm,2329
CC18-876,Samp,P multical,,-,ppm,5.24,-,-
CC18-876,Samp,S 181.972,,2.04,ppm,2.04,ppm,873.6
CC18-876,Samp,Zn 206.200,,0.43,ppm,0.43,ppm,1834
CC18-877,Samp,Al 394.401,,214.8,ppm,214.8,ppm,4254032
CC18-877,Samp,Ca 422.673,,11.62,ppm,11.62,ppm,4386329
CC18-877,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9133
CC18-877,Samp,Fe 238.204,,232.6,ppm,232.6,ppm,7436414
CC18-877,Samp,K MultiCal,,-,ppm,23.81,-,-
CC18-877,Samp,Mg 280.270,x,43.58,ppm,43.58,ppm,5641684
CC18-877,Samp,Mn 259.372,,8.57,ppm,8.57,ppm,725537
CC18-877,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,150.2
CC18-877,Samp,Na MultiCal,,-,ppm,1.02,-,-
CC18-877,Samp,Ni 230.299,,0.2,ppm,0.2,ppm,2239
CC18-877,Samp,P multical,,-,ppm,6.09,-,-
CC18-877,Samp,S 181.972,,2.06,ppm,2.06,ppm,879
CC18-877,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1800
CC18-878,Samp,Al 394.401,,260.1,ppm,260.1,ppm,4782412
CC18-878,Samp,Ca 422.673,,11.12,ppm,11.12,ppm,4239154
CC18-878,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9487
CC18-878,Samp,Fe 238.204,,269.9,ppm,269.9,ppm,8300972
CC18-878,Samp,K MultiCal,,-,ppm,37.81,-,-
CC18-878,Samp,Mg 280.270,x,54.88,ppm,54.88,ppm,7123867
CC18-878,Samp,Mn 259.372,,8.47,ppm,8.47,ppm,717004
CC18-878,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,137.8
CC18-878,Samp,Na MultiCal,,-,ppm,1.03,-,-
CC18-878,Samp,Ni 230.299,,0.24,ppm,0.24,ppm,2722
CC18-878,Samp,P multical,,-,ppm,6.05,-,-
CC18-878,Samp,S 181.972,,2.15,ppm,2.15,ppm,916.8
CC18-878,Samp,Zn 206.200,,0.42,ppm,0.42,ppm,1822
CC18-879,Samp,Al 394.401,x,270.3,ppm,270.3,ppm,4890690
CC18-879,Samp,Ca 422.673,,12.62,ppm,12.62,ppm,4670695
CC18-879,Samp,Cu 324.754,,0.16,ppm,0.16,ppm,9549
CC18-879,Samp,Fe 238.204,x,282.4,ppm,282.4,ppm,8583705
CC18-879,Samp,K MultiCal,,-,ppm,38.03,-,-
CC18-879,Samp,Mg 280.270,x,55.59,ppm,55.59,ppm,7217377
CC18-879,Samp,Mn 259.372,,8.91,ppm,8.91,ppm,753782
CC18-879,Samp,Mo 204.598,v,0.02,ppm,0.02,ppm,151.8
