"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"AB D36_19-110","Samp","Mn 259.372","v",0.02,"ppm",0.02,"ppm",255.8
"AB D36_19-110","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",63.28
"AB D36_19-110","Samp","Na MultiCal","","-","ppm",1.24,"-","-"
"AB D36_19-110","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",46.91
"AB D36_19-110","Samp","P multical","","-","ppm",0.08,"-","-"
"AB D36_19-110","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",456.8
"AB D36_19-110","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",19.78
"blank","Samp","Al 394.401","",0.15,"ppm",0.15,"ppm",2307
"blank","Samp","Ca 422.673","uv",-0.06,"ppm",-0.06,"ppm",3866
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",747.4
"blank","Samp","Fe 238.204","v",0.01,"ppm",0.01,"ppm",265.9
"blank","Samp","K MultiCal","","-","ppm",0.13,"-","-"
"blank","Samp","Mg 280.270","v",0.03,"ppm",0.03,"ppm",677.6
"blank","Samp","Mn 259.372","v",0.01,"ppm",0.01,"ppm",58.45
"blank","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",68.00
"blank","Samp","Na MultiCal","","-","ppm",0.65,"-","-"
"blank","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",44.31
"blank","Samp","P multical","","-","ppm",0.03,"-","-"
"blank","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",41.58
"blank","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",23.65
"blank","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2539
"blank","Samp","Ca 422.673","uv",-0.07,"ppm",-0.07,"ppm",3280
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",720.8
"blank","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",379.7
"blank","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"blank","Samp","Mg 280.270","v",0.03,"ppm",0.03,"ppm",593.5
"blank","Samp","Mn 259.372","v",0.01,"ppm",0.01,"ppm",41.12
"blank","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",58.05
"blank","Samp","Na MultiCal","","-","ppm",0.66,"-","-"
"blank","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",28.62
"blank","Samp","P multical","","-","ppm",0.05,"-","-"
"blank","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",51.75
"blank","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",34.44
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2525
"MC (6/3/19)","Samp","Ca 422.673","",1.74,"ppm",1.74,"ppm",191474
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",695.5
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",314.6
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.17,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.03,"ppm",0.03,"ppm",866.7
"MC (6/3/19)","Samp","Mn 259.372","v",0.01,"ppm",0.01,"ppm",61.20
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",62.09
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",13.19,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",40.58
"MC (6/3/19)","Samp","P multical","","-","ppm",4.45,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",53.38
"MC (6/3/19)","Samp","Zn 206.200","uv",-0.00,"ppm",-0.00,"ppm",30.41
"MC (6/3/19)","Samp","Al 394.401","",0.17,"ppm",0.17,"ppm",2507
"MC (6/3/19)","Samp","Ca 422.673","",1.75,"ppm",1.75,"ppm",192380
"MC (6/3/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",720.8
"MC (6/3/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",475.4
"MC (6/3/19)","Samp","K MultiCal","","-","ppm",0.16,"-","-"
"MC (6/3/19)","Samp","Mg 280.270","v",0.03,"ppm",0.03,"ppm",851.8
"MC (6/3/19)","Samp","Mn 259.372","v",0.02,"ppm",0.02,"ppm",94.78
"MC (6/3/19)","Samp","Mo 204.598","uv",-0.00,"ppm",-0.00,"ppm",62.27
"MC (6/3/19)","Samp","Na MultiCal","","-","ppm",13.90,"-","-"
"MC (6/3/19)","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",22.45
"MC (6/3/19)","Samp","P multical","","-","ppm",4.45,"-","-"
"MC (6/3/19)","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",54.68
"MC (6/3/19)","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",38.02
"m142288","Samp","Al 394.401","",6.38,"ppm",6.38,"ppm",87648
"m142288","Samp","Ca 422.673","x",332.9,"ppm",332.9,"ppm",14396885
"m142288","Samp","Cu 324.754","",2.75,"ppm",2.75,"ppm",92520
"m142288","Samp","Fe 238.204","",17.06,"ppm",17.06,"ppm",393211
"m142288","Samp","K MultiCal","","-","ppm",64.88,"-","-"
"m142288","Samp","Mg 280.270","",88.77,"ppm",88.77,"ppm",5018442
"m142288","Samp","Mn 259.372","",2.65,"ppm",2.65,"ppm",126332
"m142288","Samp","Mo 204.598","v",0.04,"ppm",0.04,"ppm",198.0
"m142288","Samp","Na MultiCal","","-","ppm",29.10,"-","-"
"m142288","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",505.4
"m142288","Samp","P multical","","-","ppm",81.53,"-","-"
"m142288","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",8490
"m142288","Samp","Zn 206.200","",2.17,"ppm",2.17,"ppm",6133
"m14289","Samp","Al 394.401","",4.49,"ppm",4.49,"ppm",61711
"m14289","Samp","Ca 422.673","",172.4,"ppm",172.4,"ppm",12178637
"m14289","Samp","Cu 324.754","",2.66,"ppm",2.66,"ppm",89574
"m14289","Samp","Fe 238.204","",25.60,"ppm",25.60,"ppm",587434
"m14289","Samp","K MultiCal","","-","ppm",256.4,"-","-"
"m14289","Samp","Mg 280.270","",210.8,"ppm",210.8,"ppm",10243633
"m14289","Samp","Mn 259.372","",6.11,"ppm",6.11,"ppm",291388
"m14289","Samp","Mo 204.598","",0.14,"ppm",0.14,"ppm",516.3
"m14289","Samp","Na MultiCal","","-","ppm",76.16,"-","-"
"m14289","Samp","Ni 230.299","",0.05,"ppm",0.05,"ppm",614.6
"m14289","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",22748
"m14289","Samp","Zn 206.200","",18.05,"ppm",18.05,"ppm",50148
"m14290","Samp","Al 394.401","",2.64,"ppm",2.64,"ppm",36432
"m14290","Samp","Ca 422.673","",60.16,"ppm",60.16,"ppm",5581482
"m14290","Samp","Cu 324.754","",2.04,"ppm",2.04,"ppm",68868
"m14290","Samp","Fe 238.204","",10.22,"ppm",10.22,"ppm",236374
"m14290","Samp","K MultiCal","","-","ppm",173.5,"-","-"
"m14290","Samp","Mg 280.270","",39.47,"ppm",39.47,"ppm",2356979
"m14290","Samp","Mn 259.372","",1.45,"ppm",1.45,"ppm",69150
"m14290","Samp","Mo 204.598","",0.10,"ppm",0.10,"ppm",384.8
"m14290","Samp","Na MultiCal","","-","ppm",30.67,"-","-"
"m14290","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",519.5
"m14290","Samp","P multical","","-","ppm",81.09,"-","-"
"m14290","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",9395
"m14290","Samp","Zn 206.200","",3.59,"ppm",3.59,"ppm",10125
"m14291","Samp","Al 394.401","",0.34,"ppm",0.34,"ppm",4936
"m14291","Samp","Ca 422.673","",10.02,"ppm",10.02,"ppm",1036232
"m14291","Samp","Cu 324.754","",0.09,"ppm",0.09,"ppm",3714
"m14291","Samp","Fe 238.204","",0.91,"ppm",0.91,"ppm",21058
"m14291","Samp","K MultiCal","","-","ppm",88.66,"-","-"
"m14291","Samp","Mg 280.270","",2.08,"ppm",2.08,"ppm",128156
"m14291","Samp","Mn 259.372","",0.09,"ppm",0.09,"ppm",3879
"m14291","Samp","Mo 204.598","uv",0.01,"ppm",0.01,"ppm",99.98
"m14291","Samp","Na MultiCal","","-","ppm",23.47,"-","-"
"m14291","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",101.0
"m14291","Samp","P multical","","-","ppm",10.58,"-","-"
"m14291","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",1420
"m14291","Samp","Zn 206.200","",0.40,"ppm",0.40,"ppm",1171
"m14292","Samp","Al 394.401","",0.33,"ppm",0.33,"ppm",4733
"m14292","Samp","Ca 422.673","",23.51,"ppm",23.51,"ppm",2356653
"m14292","Samp","Cu 324.754","",0.07,"ppm",0.07,"ppm",3199
"m14292","Samp","Fe 238.204","",0.76,"ppm",0.76,"ppm",17555
"m14292","Samp","K MultiCal","","-","ppm",171.3,"-","-"
"m14292","Samp","Mg 280.270","",5.65,"ppm",5.65,"ppm",348637
"m14292","Samp","Mn 259.372","",0.22,"ppm",0.22,"ppm",10049
"m14292","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",76.84
"m14292","Samp","Na MultiCal","","-","ppm",63.62,"-","-"
"m14292","Samp","Ni 230.299","uv",-0.01,"ppm",-0.01,"ppm",171.1
"m14292","Samp","P multical","","-","ppm",11.51,"-","-"
"m14292","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",3952
"m14292","Samp","Zn 206.200","",0.37,"ppm",0.37,"ppm",1087
"m14293","Samp","Al 394.401","",8.30,"ppm",8.30,"ppm",113804
"m14293","Samp","Ca 422.673","x",1170,"ppm",1170,"ppm",19782616
"m14293","Samp","Cu 324.754","",8.45,"ppm",8.45,"ppm",281364
"m14293","Samp","Fe 238.204","",19.77,"ppm",19.77,"ppm",455116
"m14293","Samp","Mg 280.270","",146.6,"ppm",146.6,"ppm",7739152
"m14293","Samp","Mn 259.372","",3.42,"ppm",3.42,"ppm",163193
"m14293","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",135.4
"m14293","Samp","Na MultiCal","","-","ppm",172.1,"-","-"
"m14293","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",1417
"m14293","Samp","P multical","","-","ppm",110.1,"-","-"
"m14293","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",20050
"m14293","Samp","Zn 206.200","",2.50,"ppm",2.50,"ppm",7076
"m14294","Samp","Al 394.401","",6.13,"ppm",6.13,"ppm",84230
"m14294","Samp","Ca 422.673","x",309.0,"ppm",309.0,"ppm",14243303
"m14294","Samp","Cu 324.754","",0.92,"ppm",0.92,"ppm",31462
"m14294","Samp","Fe 238.204","",12.45,"ppm",12.45,"ppm",287601
"m14294","Samp","Mg 280.270","",88.12,"ppm",88.12,"ppm",4984932
"m14294","Samp","Mn 259.372","",2.70,"ppm",2.70,"ppm",128794
"m14294","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",141.7
"m14294","Samp","Na MultiCal","","-","ppm",96.11,"-","-"
"m14294","Samp","Ni 230.299","",0.02,"ppm",0.02,"ppm",382.2
"m14294","Samp","P multical","","-","ppm",73.73,"-","-"
"m14294","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",14874
"m14294","Samp","Zn 206.200","",1.93,"ppm",1.93,"ppm",5456
"m14295","Samp","Al 394.401","",2.44,"ppm",2.44,"ppm",33663
"m14295","Samp","Ca 422.673","",108.1,"ppm",108.1,"ppm",9001693
"m14295","Samp","Cu 324.754","",2.27,"ppm",2.27,"ppm",76516
"m14295","Samp","Fe 238.204","",6.55,"ppm",6.55,"ppm",151745
"m14295","Samp","K MultiCal","","-","ppm",64.63,"-","-"
"m14295","Samp","Mg 280.270","",29.67,"ppm",29.67,"ppm",1790484
"m14295","Samp","Mn 259.372","",0.73,"ppm",0.73,"ppm",34445
"m14295","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",87.82
"m14295","Samp","Na MultiCal","","-","ppm",27.84,"-","-"
"m14295","Samp","Ni 230.299","",0.06,"ppm",0.06,"ppm",641.7
"m14295","Samp","P multical","","-","ppm",18.65,"-","-"
"m14295","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",6172
"m14295","Samp","Zn 206.200","",0.70,"ppm",0.70,"ppm",1992
"e19433","Samp","Al 394.401","",1.60,"ppm",1.60,"ppm",22130
"e19433","Samp","Ca 422.673","",26.99,"ppm",26.99,"ppm",2684966
"e19433","Samp","Cu 324.754","",0.28,"ppm",0.28,"ppm",10075
"e19433","Samp","Fe 238.204","",9.62,"ppm",9.62,"ppm",222640
"e19433","Samp","Mg 280.270","",11.35,"ppm",11.35,"ppm",697810
"e19433","Samp","Mn 259.372","",0.62,"ppm",0.62,"ppm",29000
"e19433","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",75.32
"e19433","Samp","Na MultiCal","","-","ppm",13.12,"-","-"
"e19433","Samp","Ni 230.299","uv",-0.02,"ppm",-0.02,"ppm",88.50
"e19433","Samp","P multical","","-","ppm",13.88,"-","-"
"e19433","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",1258
"e19433","Samp","Zn 206.200","",0.33,"ppm",0.33,"ppm",953.6
"e19436","Samp","Al 394.401","",1.22,"ppm",1.22,"ppm",16906
"e19436","Samp","Ca 422.673","",18.69,"ppm",18.69,"ppm",1893232
"e19436","Samp","Cu 324.754","",0.18,"ppm",0.18,"ppm",6825
"e19436","Samp","Fe 238.204","",6.22,"ppm",6.22,"ppm",144157
"e19436","Samp","K MultiCal","","-","ppm",12.80,"-","-"
"e19436","Samp","Mg 280.270","",6.57,"ppm",6.57,"ppm",405144
"e19436","Samp","Mn 259.372","",0.36,"ppm",0.36,"ppm",16783
"e19436","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",77.06
"e19436","Samp","Ni 230.299","uv",-0.03,"ppm",-0.03,"ppm",29.91
"e19436","Samp","P multical","","-","ppm",7.64,"-","-"
"e19436","Samp","S 181.972","unca","uncal","ppm","uncal","ppm",707.8
"e19436","Samp","Zn 206.200","",0.22,"ppm",0.22,"ppm",654.7

"Worksheet Signature Trail"
"Date","Time","User","Authorised By","Description",
