"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"MC (6/12/19)","Samp","Al 394.401","",0.14,"ppm",0.14,"ppm",6213
"MC (6/12/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",471.9
"MC (6/12/19)","Samp","Fe 238.204","v",0.02,"ppm",0.02,"ppm",1214
"MC (6/12/19)","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"MC (6/12/19)","Samp","Mn 259.372","uv",-0.00,"ppm",-0.00,"ppm",461.9
"MC (6/12/19)","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",47.06
"MC (6/12/19)","Samp","Na MultiCal","","-","ppm",9.58,"-","-"
"MC (6/12/19)","Samp","Ni 230.299","uv",0.00,"ppm",0.00,"ppm",91.05
"MC (6/12/19)","Samp","P multical","","-","ppm",3.24,"-","-"
"MC (6/12/19)","Samp","S 181.972","",0.04,"ppm",0.04,"ppm",52.57
"MC (6/12/19)","Samp","Zn 206.200","uv",0.00,"ppm",0.00,"ppm",51.40
"MC (6/12/19)","Samp","Ca Multical","","-","ppm",1.03,"-","-"
"MC (6/12/19)","Samp","Al 394.401","",0.12,"ppm",0.12,"ppm",5601
"MC (6/12/19)","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",565.1
"MC (6/12/19)","Samp","Fe 238.204","v",0.01,"ppm",0.01,"ppm",536.2
"MC (6/12/19)","Samp","K MultiCal","","-","ppm",0.15,"-","-"
"MC (6/12/19)","Samp","Mn 259.372","uv",-0.00,"ppm",-0.00,"ppm",291.4
"MC (6/12/19)","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",50.45
"MC (6/12/19)","Samp","Na MultiCal","","-","ppm",9.65,"-","-"
"MC (6/12/19)","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",60.74
"MC (6/12/19)","Samp","P multical","","-","ppm",3.21,"-","-"
"MC (6/12/19)","Samp","S 181.972","uv",0.04,"ppm",0.04,"ppm",52.10
"MC (6/12/19)","Samp","Zn 206.200","",0.00,"ppm",0.00,"ppm",52.74
"Rack# 3310 CC18-817","Samp","Ca Multical","o","-","ppm",6.61,"-","-"
"Rack# 3310 CC18-817","Samp","Al 394.401","",182.0,"ppm",182.0,"ppm",3897760
"Rack# 3310 CC18-817","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8776
"Rack# 3310 CC18-817","Samp","Fe 238.204","",186.1,"ppm",186.1,"ppm",7213134
"Rack# 3310 CC18-817","Samp","K MultiCal","","-","ppm",26.76,"-","-"
"Rack# 3310 CC18-817","Samp","Mn 259.372","",7.27,"ppm",7.27,"ppm",783755
"Rack# 3310 CC18-817","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",124.6
"Rack# 3310 CC18-817","Samp","Na MultiCal","","-","ppm",0.93,"-","-"
"Rack# 3310 CC18-817","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2333
"Rack# 3310 CC18-817","Samp","P multical","","-","ppm",5.22,"-","-"
"Rack# 3310 CC18-817","Samp","S 181.972","",2.03,"ppm",2.03,"ppm",894.5
"Rack# 3310 CC18-817","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1893
"CC18-818","Samp","Ca Multical","o","-","ppm",6.63,"-","-"
"CC18-818","Samp","Al 394.401","",179.8,"ppm",179.8,"ppm",3863945
"CC18-818","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9292
"CC18-818","Samp","Fe 238.204","",202.8,"ppm",202.8,"ppm",7669620
"CC18-818","Samp","K MultiCal","","-","ppm",27.65,"-","-"
"CC18-818","Samp","Mn 259.372","",7.02,"ppm",7.02,"ppm",756962
"CC18-818","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",139.8
"CC18-818","Samp","Na MultiCal","","-","ppm",0.81,"-","-"
"CC18-818","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2338
"CC18-818","Samp","P multical","","-","ppm",5.41,"-","-"
"CC18-818","Samp","S 181.972","",1.96,"ppm",1.96,"ppm",867.9
"CC18-818","Samp","Zn 206.200","",0.40,"ppm",0.40,"ppm",1929
"CC18-819","Samp","Ca Multical","o","-","ppm",6.59,"-","-"
"CC18-819","Samp","Al 394.401","",204.6,"ppm",204.6,"ppm",4229006
"CC18-819","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8874
"CC18-819","Samp","Fe 238.204","",199.9,"ppm",199.9,"ppm",7593546
"CC18-819","Samp","K MultiCal","","-","ppm",31.04,"-","-"
"CC18-819","Samp","Mn 259.372","",6.78,"ppm",6.78,"ppm",731810
"CC18-819","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",148.7
"CC18-819","Samp","Na MultiCal","","-","ppm",0.80,"-","-"
"CC18-819","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2540
"CC18-819","Samp","P multical","","-","ppm",5.57,"-","-"
"CC18-819","Samp","S 181.972","",1.91,"ppm",1.91,"ppm",845.5
"CC18-819","Samp","Zn 206.200","",0.40,"ppm",0.40,"ppm",1929
"CC18-820","Samp","Ca Multical","o","-","ppm",6.63,"-","-"
"CC18-820","Samp","Al 394.401","",204.8,"ppm",204.8,"ppm",4233715
"CC18-820","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9073
"CC18-820","Samp","Fe 238.204","",190.8,"ppm",190.8,"ppm",7343316
"CC18-820","Samp","K MultiCal","","-","ppm",29.53,"-","-"
"CC18-820","Samp","Mn 259.372","",6.70,"ppm",6.70,"ppm",722518
"CC18-820","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",130.5
"CC18-820","Samp","Na MultiCal","","-","ppm",0.79,"-","-"
"CC18-820","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2515
"CC18-820","Samp","P multical","","-","ppm",5.08,"-","-"
"CC18-820","Samp","S 181.972","",1.88,"ppm",1.88,"ppm",832.6
"CC18-820","Samp","Zn 206.200","",0.40,"ppm",0.40,"ppm",1937
"CC18-821","Samp","Ca Multical","o","-","ppm",6.61,"-","-"
"CC18-821","Samp","Al 394.401","",197.3,"ppm",197.3,"ppm",4125351
"CC18-821","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8839
"CC18-821","Samp","Fe 238.204","",191.2,"ppm",191.2,"ppm",7355809
"CC18-821","Samp","K MultiCal","","-","ppm",29.96,"-","-"
"CC18-821","Samp","Mn 259.372","",7.14,"ppm",7.14,"ppm",769644
"CC18-821","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",137.1
"CC18-821","Samp","Na MultiCal","","-","ppm",0.87,"-","-"
"CC18-821","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2474
"CC18-821","Samp","P multical","","-","ppm",5.21,"-","-"
"CC18-821","Samp","S 181.972","",1.87,"ppm",1.87,"ppm",829.8
"CC18-821","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2035
"CC18-822","Samp","Ca Multical","o","-","ppm",6.61,"-","-"
"CC18-822","Samp","Al 394.401","",204.7,"ppm",204.7,"ppm",4232409
"CC18-822","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8834
"CC18-822","Samp","Fe 238.204","",192.3,"ppm",192.3,"ppm",7386716
"CC18-822","Samp","K MultiCal","","-","ppm",32.85,"-","-"
"CC18-822","Samp","Mn 259.372","",6.64,"ppm",6.64,"ppm",716830
"CC18-822","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",123.9
"CC18-822","Samp","Na MultiCal","","-","ppm",0.81,"-","-"
"CC18-822","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2550
"CC18-822","Samp","P multical","","-","ppm",5.59,"-","-"
"CC18-822","Samp","S 181.972","",1.96,"ppm",1.96,"ppm",865.5
"CC18-822","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2049
"CC18-823","Samp","Ca Multical","o","-","ppm",6.64,"-","-"
"CC18-823","Samp","Al 394.401","",189.6,"ppm",189.6,"ppm",4014177
"CC18-823","Samp","Cu 324.754","",0.12,"ppm",0.12,"ppm",8434
"CC18-823","Samp","Fe 238.204","",186.1,"ppm",186.1,"ppm",7212516
"CC18-823","Samp","K MultiCal","","-","ppm",26.09,"-","-"
"CC18-823","Samp","Mn 259.372","",6.62,"ppm",6.62,"ppm",714851
"CC18-823","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",141.0
"CC18-823","Samp","Na MultiCal","","-","ppm",0.83,"-","-"
"CC18-823","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2349
"CC18-823","Samp","P multical","","-","ppm",4.94,"-","-"
"CC18-823","Samp","S 181.972","",1.92,"ppm",1.92,"ppm",850.8
"CC18-823","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1901
"CC18-824","Samp","Ca Multical","o","-","ppm",6.60,"-","-"
"CC18-824","Samp","Al 394.401","",181.2,"ppm",181.2,"ppm",3884843
"CC18-824","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8781
"CC18-824","Samp","Fe 238.204","",192.1,"ppm",192.1,"ppm",7378967
"CC18-824","Samp","K MultiCal","","-","ppm",26.86,"-","-"
"CC18-824","Samp","Mn 259.372","",6.60,"ppm",6.60,"ppm",712127
"CC18-824","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",136.3
"CC18-824","Samp","Na MultiCal","","-","ppm",1.15,"-","-"
"CC18-824","Samp","Ni 230.299","",0.18,"ppm",0.18,"ppm",2408
"CC18-824","Samp","P multical","","-","ppm",5.51,"-","-"
"CC18-824","Samp","S 181.972","",2.15,"ppm",2.15,"ppm",945.2
"CC18-824","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1902
"CC18-825","Samp","Ca Multical","o","-","ppm",6.67,"-","-"
"CC18-825","Samp","Al 394.401","",210.5,"ppm",210.5,"ppm",4310787
"CC18-825","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9298
"CC18-825","Samp","Fe 238.204","",198.1,"ppm",198.1,"ppm",7543032
"CC18-825","Samp","K MultiCal","","-","ppm",31.99,"-","-"
"CC18-825","Samp","Mn 259.372","",7.26,"ppm",7.26,"ppm",782454
"CC18-825","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",145.2
"CC18-825","Samp","Na MultiCal","","-","ppm",0.81,"-","-"
"CC18-825","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2549
"CC18-825","Samp","P multical","","-","ppm",5.27,"-","-"
"CC18-825","Samp","S 181.972","",1.93,"ppm",1.93,"ppm",855.1
"CC18-825","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2019
"CC18-826","Samp","Ca Multical","o","-","ppm",6.74,"-","-"
"CC18-826","Samp","Al 394.401","",204.8,"ppm",204.8,"ppm",4233066
"CC18-826","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8676
"CC18-826","Samp","Fe 238.204","",188.7,"ppm",188.7,"ppm",7286505
"CC18-826","Samp","K MultiCal","","-","ppm",31.98,"-","-"
"CC18-826","Samp","Mn 259.372","",6.33,"ppm",6.33,"ppm",683293
"CC18-826","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",132.6
"CC18-826","Samp","Na MultiCal","","-","ppm",0.81,"-","-"
"CC18-826","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2544
"CC18-826","Samp","P multical","","-","ppm",4.93,"-","-"
"CC18-826","Samp","S 181.972","",1.92,"ppm",1.92,"ppm",851.3
"CC18-826","Samp","Zn 206.200","",0.41,"ppm",0.41,"ppm",1970
"CC18-827","Samp","Ca Multical","o","-","ppm",6.75,"-","-"
"CC18-827","Samp","Al 394.401","",210.9,"ppm",210.9,"ppm",4317422
"CC18-827","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9198
"CC18-827","Samp","Fe 238.204","",191.9,"ppm",191.9,"ppm",7372956
"CC18-827","Samp","K MultiCal","","-","ppm",33.67,"-","-"
"CC18-827","Samp","Mn 259.372","",6.47,"ppm",6.47,"ppm",698590
"CC18-827","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",137.5
"CC18-827","Samp","Na MultiCal","","-","ppm",1.20,"-","-"
"CC18-827","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2508
"CC18-827","Samp","P multical","","-","ppm",5.54,"-","-"
"CC18-827","Samp","S 181.972","",2.26,"ppm",2.26,"ppm",992.5
"CC18-827","Samp","Zn 206.200","",0.43,"ppm",0.43,"ppm",2089
"CC18-828","Samp","Ca Multical","o","-","ppm",6.69,"-","-"
"CC18-828","Samp","Al 394.401","",207.8,"ppm",207.8,"ppm",4274569
"CC18-828","Samp","Cu 324.754","",0.15,"ppm",0.15,"ppm",9940
"CC18-828","Samp","Fe 238.204","",191.1,"ppm",191.1,"ppm",7353833
"CC18-828","Samp","K MultiCal","","-","ppm",33.05,"-","-"
"CC18-828","Samp","Mn 259.372","",6.80,"ppm",6.80,"ppm",733664
"CC18-828","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",129.3
"CC18-828","Samp","Na MultiCal","","-","ppm",0.92,"-","-"
"CC18-828","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2511
"CC18-828","Samp","P multical","","-","ppm",5.53,"-","-"
"CC18-828","Samp","S 181.972","",2.07,"ppm",2.07,"ppm",913.1
"CC18-828","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2051
"CC18-829","Samp","Ca Multical","o","-","ppm",6.64,"-","-"
"CC18-829","Samp","Al 394.401","",206.8,"ppm",206.8,"ppm",4262011
"CC18-829","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9469
"CC18-829","Samp","Fe 238.204","",197.6,"ppm",197.6,"ppm",7531516
"CC18-829","Samp","K MultiCal","","-","ppm",29.93,"-","-"
"CC18-829","Samp","Mn 259.372","",6.51,"ppm",6.51,"ppm",702977
"CC18-829","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",127.0
"CC18-829","Samp","Na MultiCal","","-","ppm",0.84,"-","-"
"CC18-829","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2548
"CC18-829","Samp","P multical","","-","ppm",5.01,"-","-"
"CC18-829","Samp","S 181.972","",1.88,"ppm",1.88,"ppm",833.5
"CC18-829","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1903
"CC18-830","Samp","Ca Multical","o","-","ppm",6.65,"-","-"
"CC18-830","Samp","Al 394.401","",184.6,"ppm",184.6,"ppm",3939025
"CC18-830","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",9237
"CC18-830","Samp","Fe 238.204","",191.1,"ppm",191.1,"ppm",7353906
"CC18-830","Samp","K MultiCal","","-","ppm",28.34,"-","-"
"CC18-830","Samp","Mn 259.372","",6.70,"ppm",6.70,"ppm",722560
"CC18-830","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",150.2
"CC18-830","Samp","Na MultiCal","","-","ppm",1.21,"-","-"
"CC18-830","Samp","Ni 230.299","",0.19,"ppm",0.19,"ppm",2485
"CC18-830","Samp","P multical","","-","ppm",5.37,"-","-"
"CC18-830","Samp","S 181.972","",2.14,"ppm",2.14,"ppm",942.3
"CC18-830","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1887
"CC18-831","Samp","Ca Multical","o","-","ppm",6.70,"-","-"
"CC18-831","Samp","Al 394.401","",215.0,"ppm",215.0,"ppm",4372412
"CC18-831","Samp","Cu 324.754","",0.14,"ppm",0.14,"ppm",9610
"CC18-831","Samp","Fe 238.204","",195.3,"ppm",195.3,"ppm",7470104
"CC18-831","Samp","K MultiCal","","-","ppm",32.25,"-","-"
"CC18-831","Samp","Mn 259.372","",6.52,"ppm",6.52,"ppm",704206
"CC18-831","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",132.3
"CC18-831","Samp","Na MultiCal","","-","ppm",0.92,"-","-"
"CC18-831","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2555
"CC18-831","Samp","P multical","","-","ppm",5.51,"-","-"
"CC18-831","Samp","S 181.972","",2.08,"ppm",2.08,"ppm",917.9
"CC18-831","Samp","Zn 206.200","",0.42,"ppm",0.42,"ppm",2051
"CC18-832","Samp","Ca Multical","o","-","ppm",6.53,"-","-"
"CC18-832","Samp","Al 394.401","",215.0,"ppm",215.0,"ppm",4371822
"CC18-832","Samp","Cu 324.754","",0.13,"ppm",0.13,"ppm",8745
"CC18-832","Samp","Fe 238.204","x",292.1,"ppm",292.1,"ppm",9691158
"CC18-832","Samp","K MultiCal","","-","ppm",33.33,"-","-"
"CC18-832","Samp","Mn 259.372","",6.91,"ppm",6.91,"ppm",745796
"CC18-832","Samp","Mo 204.598","v",0.02,"ppm",0.02,"ppm",134.6
"CC18-832","Samp","Na MultiCal","","-","ppm",0.91,"-","-"
"CC18-832","Samp","Ni 230.299","",0.20,"ppm",0.20,"ppm",2568
"CC18-832","Samp","P multical","","-","ppm",6.07,"-","-"
"CC18-832","Samp","S 181.972","",1.94,"ppm",1.94,"ppm",857.5
"CC18-832","Samp","Zn 206.200","",0.41,"ppm",0.41,"ppm",1997
"blank","Samp","Mg Multical","","-","ppm",0.10,"-","-"
"blank","Samp","Ca Multical","","-","ppm",0.02,"-","-"
"blank","Samp","Al 394.401","",0.65,"ppm",0.65,"ppm",19972
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",543.7
"blank","Samp","Fe 238.204","",0.67,"ppm",0.67,"ppm",33351
"blank","Samp","K MultiCal","","-","ppm",0.20,"-","-"
"blank","Samp","Mn 259.372","v",0.01,"ppm",0.01,"ppm",1871
"blank","Samp","Mo 204.598","uv",0.00,"ppm",0.00,"ppm",43.30
"blank","Samp","Na MultiCal","","-","ppm",0.53,"-","-"
"blank","Samp","Ni 230.299","uv",-0.00,"ppm",-0.00,"ppm",68.43
"blank","Samp","P multical","","-","ppm",0.02,"-","-"
"blank","Samp","S 181.972","uv",0.03,"ppm",0.03,"ppm",48.42
"blank","Samp","Zn 206.200","",0.01,"ppm",0.01,"ppm",60.47
"blank","Samp","Al 394.401","",0.21,"ppm",0.21,"ppm",8034
"blank","Samp","Cu 324.754","uv",-0.00,"ppm",-0.00,"ppm",524.5
"blank","Samp","Fe 238.204","v",0.03,"ppm",0.03,"ppm",1866
"blank","Samp","K MultiCal","","-","ppm",0.14,"-","-"
"blank","Samp","Mn 259.372","uv",-0.00,"ppm",-0.00,"ppm",166.9
"blank","Samp","Mo 204.598","v",0.00,"ppm",0.00,"ppm",42.96
"blank","Samp","Na MultiCal","","-","ppm",0.52,"-","-"
"blank","Samp","Ni 230.299","uv",0.00,"ppm",0.00,"ppm",78.36
"blank","Samp","S 181.972","",0.03,"ppm",0.03,"ppm",46.32
"blank","Samp","Zn 206.200","",0.00,"ppm",0.00,"ppm",49.38
"HAG","Samp","Mg Multical","","-","ppm",12.82,"-","-"
"HAG","Samp","Ca Multical","o","-","ppm",6.72,"-","-"
"HAG","Samp","Al 394.401","",149.2,"ppm",149.2,"ppm",3356556
"HAG","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",7074
"HAG","Samp","Fe 238.204","",244.3,"ppm",244.3,"ppm",8674417
"HAG","Samp","K MultiCal","","-","ppm",9.94,"-","-"
"HAG","Samp","Mn 259.372","",8.02,"ppm",8.02,"ppm",863664
"HAG","Samp","Mo 204.598","v",0.03,"ppm",0.03,"ppm",185.8
"HAG","Samp","Na MultiCal","","-","ppm",0.74,"-","-"
"HAG","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2156
"HAG","Samp","P multical","","-","ppm",4.69,"-","-"
"HAG","Samp","S 181.972","",1.84,"ppm",1.84,"ppm",816.7
"HAG","Samp","Zn 206.200","",0.39,"ppm",0.39,"ppm",1873
"HAG","Samp","Mg Multical","","-","ppm",12.83,"-","-"
"HAG","Samp","Ca Multical","o","-","ppm",6.73,"-","-"
"HAG","Samp","Al 394.401","",147.2,"ppm",147.2,"ppm",3320539
"HAG","Samp","Cu 324.754","",0.10,"ppm",0.10,"ppm",6980
"HAG","Samp","Fe 238.204","",243.7,"ppm",243.7,"ppm",8660229
"HAG","Samp","K MultiCal","","-","ppm",10.85,"-","-"
"HAG","Samp","Mn 259.372","",7.99,"ppm",7.99,"ppm",860738
"HAG","Samp","Mo 204.598","v",0.03,"ppm",0.03,"ppm",189.4
"HAG","Samp","Na MultiCal","","-","ppm",0.74,"-","-"
"HAG","Samp","Ni 230.299","",0.16,"ppm",0.16,"ppm",2160
"HAG","Samp","P multical","","-","ppm",4.69,"-","-"
"HAG","Samp","S 181.972","",1.87,"ppm",1.87,"ppm",830.4
"HAG","Samp","Zn 206.200","",0.38,"ppm",0.38,"ppm",1846
"Rack# 3312 CC19-411","Samp","Ca Multical","o","-","ppm",87.67,"-","-"
"Rack# 3312 CC19-411","Samp","Al 394.401","",2.34,"ppm",2.34,"ppm",66221
"Rack# 3312 CC19-411","Samp","Cu 324.754","",2.06,"ppm",2.06,"ppm",130275
"Rack# 3312 CC19-411","Samp","Fe 238.204","",5.30,"ppm",5.30,"ppm",259500
"Rack# 3312 CC19-411","Samp","K MultiCal","","-","ppm",108.3,"-","-"
"Rack# 3312 CC19-411","Samp","Mn 259.372","",0.86,"ppm",0.86,"ppm",94483
"Rack# 3312 CC19-411","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",94.56
"Rack# 3312 CC19-411","Samp","Na MultiCal","","-","ppm",43.55,"-","-"
"Rack# 3312 CC19-411","Samp","Ni 230.299","",0.05,"ppm",0.05,"ppm",722.0
"Rack# 3312 CC19-411","Samp","P multical","","-","ppm",31.09,"-","-"
"Rack# 3312 CC19-411","Samp","S 181.972","",17.82,"ppm",17.82,"ppm",7571
"Rack# 3312 CC19-411","Samp","Zn 206.200","",0.71,"ppm",0.71,"ppm",3388
"CC18-414","Samp","Ca Multical","o","-","ppm",62.08,"-","-"
"CC18-414","Samp","Al 394.401","",1.34,"ppm",1.34,"ppm",38880
"CC18-414","Samp","Cu 324.754","",1.70,"ppm",1.70,"ppm",107532
"CC18-414","Samp","Fe 238.204","",2.79,"ppm",2.79,"ppm",137115
"CC18-414","Samp","K MultiCal","","-","ppm",96.90,"-","-"
"CC18-414","Samp","Mn 259.372","",0.66,"ppm",0.66,"ppm",72842
"CC18-414","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",87.16
"CC18-414","Samp","Na MultiCal","","-","ppm",40.50,"-","-"
"CC18-414","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",571.2
"CC18-414","Samp","P multical","","-","ppm",22.55,"-","-"
"CC18-414","Samp","S 181.972","",12.09,"ppm",12.09,"ppm",5152
"CC18-414","Samp","Zn 206.200","",0.59,"ppm",0.59,"ppm",2831
"CC18-416","Samp","Ca Multical","o","-","ppm",79.17,"-","-"
"CC18-416","Samp","Al 394.401","",1.81,"ppm",1.81,"ppm",51587
"CC18-416","Samp","Cu 324.754","",2.28,"ppm",2.28,"ppm",144294
"CC18-416","Samp","Fe 238.204","",3.78,"ppm",3.78,"ppm",185391
"CC18-416","Samp","K MultiCal","","-","ppm",136.1,"-","-"
"CC18-416","Samp","Mn 259.372","",0.89,"ppm",0.89,"ppm",97343
"CC18-416","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",98.28
"CC18-416","Samp","Na MultiCal","","-","ppm",55.19,"-","-"
"CC18-416","Samp","Ni 230.299","",0.05,"ppm",0.05,"ppm",722.1
"CC18-416","Samp","P multical","","-","ppm",30.58,"-","-"
"CC18-416","Samp","S 181.972","",16.26,"ppm",16.26,"ppm",6914
"CC18-416","Samp","Zn 206.200","",0.79,"ppm",0.79,"ppm",3791
"CC18-418","Samp","Ca Multical","o","-","ppm",64.07,"-","-"
"CC18-418","Samp","Al 394.401","",1.47,"ppm",1.47,"ppm",42509
"CC18-418","Samp","Cu 324.754","",1.74,"ppm",1.74,"ppm",110491
"CC18-418","Samp","Fe 238.204","",2.88,"ppm",2.88,"ppm",141479
"CC18-418","Samp","K MultiCal","","-","ppm",100.8,"-","-"
"CC18-418","Samp","Mn 259.372","",0.68,"ppm",0.68,"ppm",74633
"CC18-418","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",81.03
"CC18-418","Samp","Na MultiCal","","-","ppm",41.29,"-","-"
"CC18-418","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",573.8
"CC18-418","Samp","P multical","","-","ppm",23.17,"-","-"
"CC18-418","Samp","S 181.972","",11.84,"ppm",11.84,"ppm",5050
"CC18-418","Samp","Zn 206.200","",0.61,"ppm",0.61,"ppm",2912
"CC18-420","Samp","Ca Multical","o","-","ppm",80.30,"-","-"
"CC18-420","Samp","Al 394.401","",1.82,"ppm",1.82,"ppm",52012
"CC18-420","Samp","Cu 324.754","",2.33,"ppm",2.33,"ppm",147562
"CC18-420","Samp","Fe 238.204","",3.87,"ppm",3.87,"ppm",189723
"CC18-420","Samp","K MultiCal","","-","ppm",140.9,"-","-"
"CC18-420","Samp","Mn 259.372","",0.92,"ppm",0.92,"ppm",100352
"CC18-420","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",111.5
"CC18-420","Samp","Na MultiCal","","-","ppm",56.30,"-","-"
"CC18-420","Samp","Ni 230.299","",0.05,"ppm",0.05,"ppm",705.5
"CC18-420","Samp","P multical","","-","ppm",31.47,"-","-"
"CC18-420","Samp","S 181.972","",15.58,"ppm",15.58,"ppm",6627
"CC18-420","Samp","Zn 206.200","",0.81,"ppm",0.81,"ppm",3892
"CC18-422","Samp","Ca Multical","o","-","ppm",62.51,"-","-"
"CC18-422","Samp","Al 394.401","",1.35,"ppm",1.35,"ppm",39225
"CC18-422","Samp","Cu 324.754","",1.67,"ppm",1.67,"ppm",105894
"CC18-422","Samp","Fe 238.204","",2.75,"ppm",2.75,"ppm",135031
"CC18-422","Samp","K MultiCal","","-","ppm",95.66,"-","-"
"CC18-422","Samp","Mn 259.372","",0.65,"ppm",0.65,"ppm",71527
"CC18-422","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",90.74
"CC18-422","Samp","Na MultiCal","","-","ppm",39.22,"-","-"
"CC18-422","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",556.4
"CC18-422","Samp","P multical","","-","ppm",22.58,"-","-"
"CC18-422","Samp","S 181.972","",11.03,"ppm",11.03,"ppm",4705
"CC18-422","Samp","Zn 206.200","",0.58,"ppm",0.58,"ppm",2775
"CC18-424","Samp","Ca Multical","o","-","ppm",71.11,"-","-"
"CC18-424","Samp","Al 394.401","",1.61,"ppm",1.61,"ppm",46317
"CC18-424","Samp","Cu 324.754","",1.95,"ppm",1.95,"ppm",123172
"CC18-424","Samp","Fe 238.204","",3.27,"ppm",3.27,"ppm",160659
"CC18-424","Samp","K MultiCal","","-","ppm",114.1,"-","-"
"CC18-424","Samp","Mn 259.372","",0.76,"ppm",0.76,"ppm",83669
"CC18-424","Samp","Mo 204.598","v",0.01,"ppm",0.01,"ppm",87.65
"CC18-424","Samp","Na MultiCal","","-","ppm",46.67,"-","-"
"CC18-424","Samp","Ni 230.299","",0.04,"ppm",0.04,"ppm",626.1
"CC18-424","Samp","P multical","","-","ppm",26.87,"-","-"
"CC18-424","Samp","S 181.972","",12.71,"ppm",12.71,"ppm",5416
"CC18-424","Samp","Zn 206.200","",0.68,"ppm",0.68,"ppm",3277
"CC18-426","Samp","Ca Multical","o","-","ppm",79.32,"-","-"
"CC18-426","Samp","Al 394.401","",1.77,"ppm",1.77,"ppm",50591
"CC18-426","Samp","Cu 324.754","",2.18,"ppm",2.18,"ppm",137942
